LAMBDACYHALOTHRIN_LCY1_blanked,TIME[H]
0.0,26.249254444444446
0.0,26.49925
0.0,26.749244166666664
0.0,26.999234444444447
0.0,27.249228055555555
0.0,27.499221944444443
0.0,27.7492175
0.0,27.99921
0.0,28.2492
0.0,28.499194444444445
0.0,28.749187222222222
0.0,28.99918333333333
0.0,29.24917638888889
0.0,29.499166111111112
0.0,29.749160277777776
0.0,29.999152777777777
0.0,30.2491475
0.0,30.49914111111111
0.0,30.749133333333333
0.0,30.999126111111114
0.0,31.249119722222225
0.0,31.4991125
0.0,31.749105833333335
0.0,31.999099722222223
0.0,32.249091666666665
0.0,32.49908555555555
0.0,32.74907861111111
0.0,32.9990725
0.0,33.249065
0.0,33.49905777777778
0.0,33.749050833333335
0.0,33.999044166666664
0.0,34.24903777777777
0.0,34.49903138888889
0.0,34.74902388888889
0.0,34.99901777777778
0.0,35.24900944444444
0.0,35.499005555555556
0.0,35.74899861111111
0.0,35.99899
0.0,36.248983055555556
0.0,36.49897555555556
0.0,36.74897055555555
0.0,36.99896527777778
0.0,37.24895527777778
0.0,37.49894916666667
0.0,37.74894055555555
0.0,37.998936666666665
0.0,38.248929999999994
0.0,38.49892
0.0,38.748913611111114
0.0,38.99890611111111
0.0,39.24890277777777
0.0,39.49889305555556
0.0,39.74888583333333
0.0,39.99888222222222
0.0,40.2488725
0.0,40.49886527777778
0.0,40.74886055555555
0.0,40.99885277777778
0.0,41.248843888888885
0.0,41.49884
0.0,41.74883166666667
0.0,41.998823055555555
0.0,42.24881666666666
0.0,42.49881055555555
0.0,42.748803055555555
0.0,42.99879666666667
0.0,43.24878861111111
0.0,43.49878527777778
0.0,43.748775555555554
0.0,43.99877472222222
0.0,44.24876166666666
0.0,44.498757222222224
0.0,44.74874722222222
0.0,44.99874277777777
0.0,45.248733611111106
0.0,45.49872694444444
0.0,45.74871916666667
0.0,45.998713055555555
0.0,46.248704999999994
0.0,46.49869944444445
0.0,46.748691388888886
0.0,46.998685
0.0,47.24867722222223
0.0,47.49867444444445
0.0,47.74866361111111
0.0,47.99865749999999
0.0,48.24865138888889
0.0,48.498648055555556
0.0,48.748639999999995
0.0,48.99863305555556
0.0,49.24862638888889
0.0,49.49861611111111
0.0,49.74860916666666
0.0,49.998602777777776
0.0,50.24859555555555
0.0,50.49858861111111
0.0,50.74858277777778
0.0,50.998577499999996
0.0,51.24856944444445
0.0,51.498562500000006
0.0,51.74855611111111
0.0,51.99854861111111
0.0,52.24854194444444
0.0,52.49853583333333
0.0,52.74853027777778
0.0,52.99852444444444
0.0,53.24851777777778
0.0,53.49850694444444
0.0,53.74850083333333
0.0,53.99849444444444
0.0,54.248487222222224
0.0,54.49848111111111
0.0,54.74847472222222
0.0,54.99847
0.0,55.24846083333333
0.0,55.49845305555556
0.0,55.74844944444445
0.0,55.998439999999995
0.0,56.24843583333333
0.0,56.49842916666667
0.0,56.748419722222216
0.0,56.99841111111111
0.0,57.24840527777778
0.0,57.49839888888889
0.0,57.74839166666666
0.0,57.99838472222222
0.0,58.248377500000004
0.0,58.49837388888889
0.0,58.74836833333333
0.0,58.998359722222226
0.0,59.24835416666667
0.0,59.49834388888889
0.0,59.74833722222222
0.0,59.998330833333334
0.0,60.24832472222223
0.0,60.49832083333333
0.0,60.748310555555555
0.0,60.99830444444444
0.0,61.24829694444445
0.0,61.49829277777778
0.0,61.748286111111106
0.0,61.99827638888889
0.0,62.24826944444444
0.0,62.498262499999996
0.0,62.74825583333333
0.0,62.998248611111116
0.0,63.24824222222222
0.0,63.498235
0.0,63.74822833333334
0.0,63.998220833333335
0.0,64.24821805555555
0.0,64.49820833333332
0.0,64.74819972222222
0.0,64.99819583333334
0.0,65.24818805555556
0.0,65.49818
0.0,65.74817333333333
0.0,65.99816638888889
0.0,66.24816027777779
0.0,66.4981536111111
0.0,66.74814777777777
0.0,66.99814305555556
0.0,67.24813444444445
0.0,67.49813027777778
0.0,67.74812166666668
0.0,67.99811388888888
0.0,68.24810777777778
0.0,68.49810083333334
0.0,68.74809583333332
0.0,68.9980863888889
0.0,69.24808333333334
0.0,69.49807361111111
0.0,69.74806583333334
0.0,69.99805972222222
0.0,70.2480525
0.0,70.49804527777778
0.0,70.74803916666666
0.0,70.99803222222222
0.0,71.24802555555556
0.0,71.49801888888888
0.0,71.74801555555555
0.0,71.99800666666667
0.0,72.24799861111111
0.0,72.49799222222222
0.0,72.74798805555555
0.0,72.99798111111112
0.0,73.24797777777778
0.0,73.49796916666666
0.0,73.74796305555556
0.0,73.99795583333334
0.0,74.24795027777778
0.0,74.49794166666668
0.0,74.74793666666666
0.0,74.99793138888889
0.0,75.24792388888889
0.0,75.49791750000001
0.0,75.7479075
0.0,75.99790277777778
0.0,76.24789444444444
0.0,76.49788777777778
0.0036333333333333773,76.74787916666666
0.02876666666666669,76.99787416666666
0.03316666666666668,77.24786722222221
0.03350000000000006,77.49785999999999
0.032866666666666655,77.74785361111111
0.033200000000000035,77.99784861111111
0.03233333333333335,78.24783916666667
0.03390000000000007,78.49783638888889
0.03673333333333331,78.74782944444443
0.03509999999999999,78.99782
0.03556666666666669,79.24781361111111
0.0343333333333333,79.49780750000001
0.03510000000000005,79.7478011111111
0.03426666666666664,79.99779222222223
0.038566666666666666,80.24778694444444
0.0403,80.49777861111112
0.04106666666666667,80.747775
0.04136666666666666,80.99776805555557
0.040533333333333366,81.24775916666667
0.04093333333333338,81.49775222222222
0.04059999999999997,81.747745
0.042333333333333334,81.99773861111112
0.040200000000000014,82.24773083333334
0.040066666666666695,82.49772805555556
0.04179999999999995,82.74771833333334
0.040566666666666695,82.99771166666666
0.04276666666666665,83.24770388888889
0.040199999999999986,83.49769777777777
0.040333333333333304,83.74769388888888
0.040366666666666634,83.99768361111111
0.04020000000000004,84.24767583333333
0.03756666666666664,84.49767222222222
0.038199999999999984,84.74766333333334
0.037966666666666676,84.9976561111111
0.03900000000000001,85.24764972222222
0.03976666666666667,85.49764194444444
0.03786666666666666,85.74763638888888
0.039833333333333304,85.99763
0.03950000000000001,86.24762249999999
0.039799999999999974,86.49761555555557
0.039166666666666655,86.74760833333333
0.03909999999999997,86.99760111111111
0.039633333333333354,87.24759750000001
0.037533333333333335,87.49759666666667
0.03989999999999999,87.74758055555554
0.04096666666666665,87.99757583333333
0.03939999999999999,88.2475675
0.040133333333333354,88.49755972222223
0.04023333333333334,88.74755694444445
0.0445666666666667,88.9975475
0.04406666666666664,89.24754083333333
0.04573333333333332,89.49753611111112
0.044433333333333325,89.74752722222222
0.04576666666666665,89.99751916666668
0.04543333333333338,90.24751222222223
0.04533333333333334,90.49750555555556
0.04426666666666665,90.74750138888889
0.04340000000000002,90.99749222222222
0.04456666666666667,91.24748861111111
0.044333333333333336,91.49747861111112
0.044333333333333336,91.74747444444445
0.04426666666666662,91.99746444444443
0.04526666666666668,92.24745777777778
0.044133333333333385,92.49745166666666
0.045966666666666656,92.74744666666668
0.04620000000000005,92.99743722222222
0.044966666666666655,93.24743388888889
0.04626666666666668,93.49742416666668
0.04569999999999999,93.74741666666667
0.0459333333333333,93.99741166666666
0.04286666666666669,94.24740305555557
0.04533333333333334,94.49739583333333
0.04420000000000002,94.74738916666668
0.04516666666666666,94.99738222222223
0.044533333333333314,95.24737666666667
0.04476666666666665,95.4973713888889
0.045999999999999985,95.74736527777779
0.04423333333333332,95.9973575
0.044966666666666655,96.24734805555555
0.04499999999999996,96.49734444444445
0.04509999999999997,96.74733805555556
0.04456666666666664,96.99732888888889
0.04499999999999996,97.24731916666666
0.04573333333333332,97.49731333333332
0.0461,97.74730749999999
0.0451333333333333,97.99730111111111
0.04373333333333329,98.24729666666666
0.04310000000000003,98.49728916666666
0.04316666666666663,98.74727916666667
0.04246666666666665,98.99727333333334
0.0436,99.24726583333333
0.04316666666666666,99.49725944444445
0.04473333333333332,99.74725277777777
