LAMBDACYHALOTHRIN_LCY3,TIME[H]
0.0014333333333332865,25.999271111111113
0.006366666666666715,26.249264166666666
0.00743333333333332,26.49926027777778
0.00820000000000004,26.74925027777778
0.008000000000000007,26.999244722222222
0.009033333333333365,27.249235833333334
0.01146666666666668,27.49923027777778
0.013933333333333325,27.749223055555554
0.013499999999999984,27.99921722222222
0.007333333333333358,28.249211388888888
0.011833333333333362,28.499205833333335
0.008500000000000008,28.749199444444447
0.008666666666666628,28.999189444444443
0.007600000000000051,29.24918388888889
0.011800000000000033,29.499177222222222
0.010866666666666719,29.749171111111114
0.012400000000000022,29.999164166666667
0.013166666666666688,30.249157500000003
0.012966666666666682,30.49915027777778
0.0174333333333333,30.749143611111112
0.013899999999999968,30.99913611111111
0.016133333333333333,31.249129444444442
0.014066666666666616,31.499123055555554
0.00703333333333328,31.74911611111111
0.012266666666666703,31.999109166666667
0.014933333333333354,32.24910361111111
0.0131,32.499095555555556
0.011566666666666642,32.749090555555554
0.008833333333333332,32.99908222222222
0.002533333333333304,33.24907583333333
0.009866666666666662,33.499069166666665
0.01526666666666665,33.7490625
0.01826666666666668,33.99905583333333
0.01620000000000002,34.249047777777776
0.005566666666666664,34.49904138888889
0.010533333333333367,34.74903555555556
0.011100000000000027,34.999026944444445
0.01233333333333339,35.24902277777778
0.013233333333333291,35.49901416666667
0.015300000000000036,35.74901027777778
0.015666666666666607,35.999003333333334
0.01743333333333333,36.24899722222222
0.018566666666666648,36.49899027777778
0.020600000000000007,36.748980277777775
0.02266666666666664,36.998975
0.01993333333333336,37.24896777777778
0.02169999999999997,37.49896138888889
0.02310000000000001,37.74895305555555
0.012700000000000017,37.99894861111111
0.02626666666666666,38.24894111111111
0.022366666666666674,38.498937222222224
0.01826666666666668,38.74893055555555
0.019533333333333347,38.998921111111116
0.019533333333333347,39.248915277777776
0.019233333333333325,39.4989075
0.019433333333333358,39.74890111111111
0.01633333333333334,39.998893888888894
0.017900000000000055,40.24888722222222
0.01959999999999998,40.49888083333333
0.021366666666666728,40.748873611111115
0.01973333333333338,40.998867222222216
0.0194,41.24885944444444
0.01893333333333333,41.49885305555556
0.01733333333333334,41.748846666666665
0.017633333333333306,41.99883833333333
0.018666666666666692,42.24883416666667
0.02049999999999999,42.49882638888889
0.017933333333333357,42.748818888888884
0.016866666666666696,42.99881222222222
0.017866666666666642,43.248807777777785
0.018433333333333357,43.498798611111106
0.017100000000000004,43.74879194444445
0.020999999999999963,43.998783333333336
0.01786666666666667,44.248780833333335
0.020733333333333326,44.49877138888888
0.018800000000000067,44.74876416666667
0.021233333333333382,44.99875861111111
0.025000000000000078,45.24874944444444
0.02679999999999999,45.49874666666667
0.025233333333333385,45.74873972222222
0.025466666666666693,45.99873305555556
0.027600000000000013,46.24872722222222
0.026133333333333314,46.49871861111111
0.026866666666666705,46.748713611111114
0.02410000000000001,46.99870722222222
0.014999999999999986,47.24869972222222
0.019466666666666688,47.498691111111114
0.022799999999999987,47.748686111111105
0.027366666666666623,47.99867972222222
0.02870000000000006,48.248670555555556
0.028699999999999948,48.498666388888886
0.027666666666666728,48.74865611111112
0.026566666666666627,48.99865277777778
0.026033333333333297,49.248642777777775
0.026666666666666644,49.49863722222223
0.027733333333333277,49.748629722222226
0.028433333333333338,49.998624444444445
0.027400000000000008,50.24861694444445
0.02629999999999999,50.49861055555555
0.02896666666666664,50.748603333333335
0.028533333333333327,50.99859583333333
0.027200000000000002,51.24859055555556
0.02699999999999997,51.49858305555556
0.029066666666666657,51.748575833333334
0.02956666666666663,51.99857
0.025233333333333385,52.24856305555555
0.027599999999999986,52.498557777777776
0.028533333333333327,52.74855
0.029266666666666663,52.99854333333333
0.027633333333333288,53.24853805555556
0.029366666666666652,53.49853166666667
0.029366666666666708,53.748525
0.03156666666666663,53.998515833333336
0.030166666666666647,54.24851277777778
0.026033333333333297,54.49850222222222
0.028600000000000014,54.74849833333334
0.029799999999999993,54.99848777777778
0.032433333333333314,55.248486111111106
0.028833333333333322,55.498475
0.028299999999999992,55.748469166666666
0.028766666666666635,55.99846222222222
0.029799999999999993,56.24845527777778
0.03173333333333328,56.498448611111115
0.031366666666666626,56.7484425
0.029966666666666725,56.99843472222222
0.031266666666666665,57.24842777777778
0.0315,57.498422222222224
0.032066666666666604,57.74841861111111
0.03036666666666668,57.99840777777778
0.031166666666666704,58.248404722222226
0.03310000000000002,58.498393888888884
0.031666666666666676,58.748392499999994
0.02983333333333335,58.99838111111111
0.032766666666666666,59.248376666666665
0.034433333333333344,59.49836861111111
0.03149999999999997,59.74836555555556
0.03266666666666665,59.9983575
0.03219999999999998,60.24834861111111
0.030566666666666686,60.49834138888889
0.035833333333333356,60.748335555555556
0.03410000000000002,60.99832777777778
0.03373333333333339,61.24832083333333
0.03309999999999999,61.498315000000005
0.03306666666666666,61.748306944444444
0.03519999999999998,61.99830305555555
0.03316666666666665,62.24829472222223
0.03419999999999998,62.49829027777778
0.03799999999999998,62.748283888888885
0.03666666666666665,62.99827333333334
0.032999999999999974,63.248267500000004
0.03083333333333338,63.498261666666664
0.03589999999999996,63.74825388888889
0.03359999999999999,63.99824638888889
0.03026666666666672,64.2482425
0.03676666666666667,64.49823611111111
0.03526666666666667,64.74822694444444
0.03506666666666672,64.99822055555556
0.03566666666666668,65.2482125
0.035400000000000015,65.49820805555555
0.03489999999999996,65.74820305555555
0.03520000000000001,65.9981936111111
0.03636666666666666,66.24818666666667
0.036433333333333345,66.49817916666667
0.036533333333333334,66.748175
0.03796666666666665,66.99816916666667
0.033633333333333265,67.24816
0.03733333333333333,67.4981536111111
0.03736666666666663,67.74814611111111
0.0383333333333333,67.99814194444444
0.03820000000000001,68.24813361111111
0.03846666666666662,68.49812638888889
0.037933333333333374,68.74811972222223
0.038933333333333375,68.99811249999999
0.03696666666666665,69.24810833333333
0.03896666666666668,69.49809944444445
0.039099999999999996,69.74809611111111
0.03703333333333336,69.99808888888889
0.03883333333333333,70.24808083333333
0.04086666666666672,70.498075
0.03839999999999999,70.74806805555556
0.039599999999999996,70.99805916666666
0.039599999999999996,71.24805583333332
0.039766666666666645,71.49804583333334
0.03943333333333329,71.74803944444444
0.038233333333333286,71.99803388888888
0.04146666666666668,72.24802694444445
0.03886666666666669,72.49802
0.04109999999999997,72.74801527777778
0.04126666666666673,72.99800833333333
0.0403,73.24799888888889
0.04236666666666672,73.49799222222222
0.04300000000000001,73.74798611111112
0.04040000000000002,73.99798361111111
0.040733333333333344,74.24797361111112
0.04243333333333332,74.49796472222222
0.04253333333333337,74.74796027777778
0.04083333333333336,74.99795250000001
0.04193333333333335,75.24794888888889
0.040033333333333365,75.49793999999999
0.03936666666666666,75.74793305555556
0.038166666666666654,75.9979275
0.0408,76.24791944444445
0.039099999999999996,76.49791333333334
0.039099999999999996,76.74790472222222
0.039699999999999985,76.99790222222221
0.040366666666666634,77.24789361111111
0.04106666666666667,77.49788666666666
0.040700000000000014,77.74787972222224
0.04193333333333332,77.99787305555556
0.041233333333333344,78.2478663888889
0.038500000000000006,78.4978588888889
0.039833333333333304,78.74785305555555
0.04103333333333331,78.9978461111111
0.040666666666666657,79.24783972222222
0.04273333333333329,79.49783333333333
0.04253333333333331,79.74782722222223
0.03923333333333329,79.99781944444445
0.041266666666666646,80.2478125
0.04403333333333334,80.49780527777777
0.04419999999999999,80.7477988888889
0.044833333333333364,80.99779166666666
0.04490000000000002,81.24778666666667
0.04390000000000002,81.49777916666667
0.044433333333333325,81.74777194444444
0.04343333333333335,81.99776555555556
0.04413333333333333,82.24775722222222
0.044300000000000034,82.49775388888888
0.04463333333333336,82.74774444444445
0.04509999999999997,82.99774027777778
0.0441,83.24773444444443
0.04466666666666669,83.49772722222222
0.041600000000000026,83.74772083333333
0.044800000000000006,83.99771
0.04530000000000001,84.247705
0.04786666666666667,84.4976975
0.04346666666666665,84.74769055555555
0.048500000000000015,84.99768361111111
0.04796666666666663,85.24767694444444
0.04730000000000001,85.49767027777779
0.04789999999999997,85.74766361111111
0.04933333333333334,85.99765916666666
0.04666666666666669,86.24765
0.04999999999999996,86.49764333333333
0.0499,86.74763666666668
0.04966666666666669,86.99763055555555
0.050766666666666654,87.24762305555556
0.05013333333333336,87.49761583333334
0.050633333333333364,87.74761055555555
0.05246666666666669,87.99760638888888
0.05266666666666661,88.24759944444445
0.04933333333333331,88.49759055555556
0.05299999999999999,88.7475838888889
0.05093333333333333,88.99757694444445
0.052433333333333304,89.24756916666666
0.053733333333333355,89.49756777777777
0.051399999999999973,89.74755722222223
0.0547,89.99755
0.051199999999999996,90.24754166666668
0.05243333333333333,90.49753944444444
0.05403333333333332,90.74752944444445
0.052233333333333354,90.99752277777777
0.050566666666666676,91.2475186111111
0.05279999999999996,91.49751222222223
0.053433333333333305,91.74750277777778
0.05579999999999996,91.99749583333333
0.05423333333333333,92.24749027777779
0.054366666666666674,92.49748583333334
0.05363333333333334,92.74747555555555
0.054399999999999976,92.9974725
0.056466666666666665,93.24746305555556
0.05513333333333331,93.49745694444444
0.05433333333333329,93.74745
0.0572333333333333,93.9974461111111
0.05559999999999998,94.24744
0.05676666666666669,94.49743027777778
0.057433333333333336,94.74742527777778
0.0595666666666666,94.99742027777778
0.059233333333333305,95.2474111111111
