TIME[H],DIAZINONANDLB_DIAZ18_blanked,DIAZINONANDLB_DIAZ23_blanked,DIAZINONANDLB_DIAZ26_blanked,DIAZINONANDLB_DIAZ28_blanked,DIAZINONANDLB_DIAZ8_blanked
11.499655833333334,0.29806666666666665,0.4447333333333335,0.36983333333333335,1.1462333333333334,0.3764
11.999643055555554,0.3090333333333334,0.4539666666666667,0.37926666666666664,1.1623666666666668,0.3761666666666667
12.499631666666666,0.3203666666666667,0.4611000000000001,0.3919,1.1787666666666665,0.3768666666666667
12.999614444444445,0.3323333333333333,0.46726666666666666,0.4049,1.1938,0.37853333333333333
13.499602777777778,0.3431333333333333,0.4733000000000001,0.41529999999999995,1.2082,0.3809
13.99959,0.35319999999999996,0.47269999999999995,0.4260333333333333,1.2212333333333334,0.3841333333333333
14.499574166666665,0.3641666666666667,0.4728666666666666,0.43639999999999995,1.2347,0.3869333333333333
14.999561111111111,0.37593333333333334,0.4741666666666667,0.44606666666666667,1.2469000000000001,0.3895666666666666
15.49955,0.38560000000000005,0.47413333333333335,0.44906666666666667,1.2587000000000002,0.3914333333333334
15.999534166666665,0.39476666666666665,0.47533333333333333,0.459,1.2701666666666667,0.3952
16.49952222222222,0.40626666666666655,0.47673333333333334,0.46996666666666664,1.2801,0.3961
16.9995075,0.41786666666666666,0.4780666666666667,0.47503333333333325,1.2902000000000002,0.3985
17.499493055555558,0.42486666666666667,0.48003333333333337,0.48166666666666663,1.2993666666666666,0.40073333333333333
17.999480833333333,0.43399999999999994,0.48009999999999997,0.47943333333333327,1.3075,0.40149999999999997
18.499467222222222,0.44183333333333336,0.48126666666666656,0.48466666666666663,1.3155333333333334,0.4041333333333333
18.999456944444443,0.45003333333333334,0.48269999999999996,0.49133333333333334,1.3253666666666668,0.4061666666666666
19.499440555555555,0.46086666666666665,0.4838,0.4897666666666667,1.3319666666666667,0.4075
19.99942666666667,0.4651666666666667,0.4844,0.4856,1.3405999999999998,0.4096
20.499413333333337,0.47056666666666663,0.48566666666666675,0.4779666666666667,1.347966666666667,0.41186666666666666
20.999401388888888,0.46993333333333337,0.4865,0.4755333333333333,1.3543666666666667,0.4136666666666667
21.49938611111111,0.4748333333333333,0.4897333333333334,0.46703333333333336,1.3633666666666668,0.4161333333333333
21.9993725,0.48350000000000004,0.49039999999999995,0.46176666666666666,1.3692333333333333,0.4182666666666667
22.499359722222223,0.4981333333333334,0.49233333333333335,0.4572333333333333,1.3769,0.4207
22.99934611111111,0.49410000000000004,0.4939333333333334,0.4485666666666667,1.3834666666666666,0.4229
23.499332222222222,0.5028666666666667,0.49689999999999995,0.44603333333333334,1.3905333333333332,0.42526666666666674
23.999318055555555,0.49269999999999997,0.4991333333333334,0.43716666666666665,1.3958666666666666,0.4273333333333333
24.499305555555555,0.5005,0.5017,0.4309333333333334,1.4025666666666667,0.4301999999999999
24.999293055555555,0.4945333333333333,0.5046666666666666,0.4346666666666667,1.4078666666666668,0.43273333333333325
25.499279444444443,0.48193333333333327,0.5072999999999999,0.431,1.4134333333333333,0.4344333333333333
25.999265,0.4936333333333333,0.5098333333333334,0.4242333333333333,1.4182666666666668,0.43716666666666676
26.499252222222225,0.5022333333333333,0.5117666666666667,0.4195,1.4216333333333333,0.4396333333333333
26.999236944444444,0.4965666666666666,0.5138666666666667,0.4181,1.4246333333333334,0.4419333333333333
27.499225000000003,0.4915666666666667,0.5160333333333332,0.4105333333333334,1.4273666666666667,0.44509999999999994
27.999211111111112,0.4899333333333333,0.5191333333333332,0.4146666666666667,1.4299666666666668,0.44803333333333334
28.4991975,0.48729999999999996,0.5210999999999999,0.4017666666666666,1.4307333333333334,0.45046666666666657
28.999186944444446,0.4939333333333333,0.5220333333333332,0.4012666666666667,1.4323333333333335,0.4529666666666667
29.499172777777776,0.4882333333333333,0.5223333333333333,0.39959999999999996,1.4326333333333334,0.4557
29.999156944444444,0.49256666666666665,0.5242333333333332,0.39316666666666666,1.4311333333333334,0.4585333333333333
30.499143611111112,0.48890000000000006,0.5249666666666666,0.3888666666666667,1.4318000000000002,0.4617666666666666
30.99913,0.4832666666666666,0.5263333333333333,0.38926666666666665,1.4309333333333334,0.46496666666666664
31.49911694444444,0.47440000000000004,0.5274666666666666,0.3870333333333333,1.4284999999999997,0.46796666666666664
31.999105277777776,0.46946666666666675,0.5289333333333333,0.38760000000000006,1.4287333333333334,0.4711
32.499093333333334,0.47773333333333334,0.5297333333333334,0.39270000000000005,1.4262333333333337,0.47419999999999995
32.99907611111111,0.47036666666666666,0.5309333333333333,0.4053666666666667,1.4243999999999999,0.4776333333333332
33.49906194444445,0.4706,0.5324,0.39156666666666673,1.4219333333333333,0.48063333333333325
33.999048333333334,0.4699666666666667,0.5335666666666666,0.3905,1.4185333333333332,0.48333333333333334
34.49903444444445,0.4803333333333333,0.5355333333333334,0.4003333333333333,1.4160333333333335,0.4860333333333333
34.999024166666665,0.4734333333333333,0.5370333333333334,0.38926666666666665,1.4141000000000001,0.48889999999999995
35.49900916666667,0.46546666666666675,0.5387666666666667,0.3995666666666667,1.4097666666666666,0.4922666666666667
35.99899666666667,0.4640333333333333,0.5406666666666666,0.4013333333333333,1.4083666666666668,0.4949333333333332
36.4989825,0.47286666666666666,0.5426666666666666,0.41003333333333325,1.405,0.4971333333333333
36.99896666666667,0.4655333333333333,0.5442333333333333,0.4103666666666667,1.4035333333333333,0.5002333333333333
37.498956944444444,0.4688333333333334,0.5460999999999999,0.4072333333333334,1.4002333333333332,0.5033666666666667
37.998940833333336,0.46759999999999996,0.5472666666666667,0.40753333333333336,1.3957666666666668,0.5056666666666667
38.49893111111111,0.47170000000000006,0.5496333333333333,0.4148,1.3938333333333333,0.5085333333333333
38.998913888888886,0.4687333333333332,0.5501333333333333,0.40836666666666654,1.3897,0.5110666666666666
39.49889944444445,0.47219999999999995,0.5520333333333333,0.4089999999999999,1.3865666666666667,0.5137333333333333
39.99888611111111,0.47293333333333337,0.5536999999999999,0.4265999999999999,1.3846,0.5165
40.49887472222222,0.47543333333333326,0.5552666666666666,0.4192,1.3817666666666666,0.5186
40.99885972222222,0.48236666666666667,0.5564666666666667,0.4168,1.3769666666666667,0.5219666666666667
41.498848055555555,0.47836666666666666,0.5573,0.4169333333333333,1.3738333333333335,0.5230333333333332
41.99883194444445,0.4776666666666667,0.5586,0.4209666666666667,1.3706,0.5258333333333333
42.498818888888884,0.47200000000000003,0.5590999999999999,0.4277666666666667,1.3661,0.5277999999999999
42.998805000000004,0.47406666666666664,0.5606333333333333,0.43100000000000005,1.3622666666666667,0.5295666666666666
43.49879222222222,0.4713666666666667,0.5609,0.43003333333333327,1.3590333333333333,0.5315000000000001
43.99878111111111,0.4810333333333334,0.5624333333333333,0.4379666666666666,1.3559666666666668,0.5347333333333333
44.49876527777778,0.4709,0.5637,0.43069999999999997,1.352166666666667,0.5365666666666666
44.998753055555554,0.4875333333333334,0.5633,0.42613333333333325,1.3483,0.5383666666666667
45.498738333333336,0.46219999999999994,0.5629,0.4067666666666667,1.3428666666666669,0.5399666666666667
45.99872416666667,0.4725666666666666,0.5620333333333333,0.42569999999999997,1.3400666666666667,0.5417666666666666
46.498713611111114,0.48013333333333336,0.5628666666666666,0.42383333333333334,1.3366,0.5436666666666666
46.99869972222222,0.45843333333333336,0.5623666666666667,0.43203333333333327,1.3312333333333335,0.5462666666666667
47.49868777777778,0.47583333333333333,0.5612999999999999,0.4244333333333332,1.3260333333333336,0.5478666666666666
