TIME[H],IMIDACLOPRIDANDLB_IMID2_blanked,IMIDACLOPRIDANDLB_IMID5_blanked,IMIDACLOPRIDANDLB_IMID6_blanked,IMIDACLOPRIDANDLB_IMID8_blanked,IMIDACLOPRIDANDLB_IMID9_blanked
65.0,0.20790000733333336,1.2445666640000002,0.5932333223333334,0.656366671,0.0
65.5,0.20673333866666666,1.2473666593333332,0.6066666666666666,0.656966679,0.0
66.0,0.208900005,1.241133332,0.6037000220000002,0.658166647,0.0
66.5,0.20930000166666668,1.2438666423333333,0.578866651,0.659466664,0.0
67.0,0.20419999700000002,1.2559000176666666,0.5782666429999999,0.6605666803333334,0.0
67.5,0.20096666633333332,1.270199999,0.5814999786666667,0.6611666529999999,0.0
68.0,0.20363332800000006,1.2627333203333335,0.6084666743333332,0.663066665,0.0
68.5,0.207299997,1.265100022,0.5823999940000001,0.6643000043333332,0.0
69.0,0.20206666766666664,1.277233345,0.5565000103333334,0.6653666523333334,0.0
69.5,0.20876665900000008,1.279733319666667,0.5799666640000001,0.6672999856666667,0.0
70.0,0.20613333066666667,1.258433312,0.5845333436666666,0.6678333383333332,0.0
70.5,0.2119666633333333,1.2948333223333335,0.6281666653333334,0.668733338,0.0
71.0,0.20480000233333334,1.272866634,0.6494333316666666,0.6705000076666666,0.0
71.5,0.20196666300000005,1.2721333303333335,0.692566653,0.671899994,0.0
72.0,0.2047333366666667,1.2646000133333333,0.7009999999999998,0.6725999859999999,0.0
72.5,0.19610000133333333,1.2694333543333332,0.7004333186666667,0.673900003,0.0
73.0,0.21160000333333334,1.275366661,0.7070000150000001,0.6752666606666667,0.0
73.5,0.19303333466666672,1.270366636,0.7133333156666667,0.6763999733333335,0.0
74.0,0.19786667066666663,1.2718666813333335,0.7077000063333333,0.6784666803333333,0.0
74.5,0.19633333133333336,1.2722666683333332,0.6792666536666666,0.6787999893333333,0.0
75.0,0.19153332933333334,1.2656000079999998,0.6994666676666667,0.6796666606666667,0.0
75.5,0.182966662,1.2680666770000002,0.7035999916666666,0.6814333326666666,0.0
76.0,0.19776666399999998,1.2815666570000002,0.7073333533333334,0.6823666469999999,0.0
76.5,0.1925333316666667,1.2624000189999998,0.713066655,0.6846000033333333,0.0
77.0,0.19710000100000002,1.2662666613333333,0.673066673,0.685266671,0.0
77.5,0.197866671,1.2614999886666665,0.712833313,0.6871666783333333,0.0
78.0,0.19673332833333335,1.2570333406666667,0.7040999756666666,0.6885999963333332,0.0
78.5,0.19350000499999997,1.2659666763333333,0.6889333453333333,0.6906000003333334,0.0
79.0,0.19170000433333334,1.2558999733333334,0.6867000043333333,0.6910333310000001,0.0
79.5,0.19226666566666667,1.2600666556666664,0.6941666580000001,0.692766674,0.0
80.0,0.19566666866666665,1.2587666786666665,0.6889333503333334,0.6946999906666668,0.0
80.5,0.1980999983333333,1.2489000039999998,0.6883333203333333,0.6959666686666667,0.0
81.0,0.20183333533333336,1.245000002,0.7004333210000001,0.6977333203333332,0.0
81.5,0.1835333283333333,1.2498333030000002,0.6814333176666666,0.6981666856666666,0.0
82.0,0.1905666766666667,1.2475000049999998,0.6785999963333332,0.7007000076666666,0.0
82.5,0.19556665666666667,1.2460666373333336,0.6790333470000001,0.7019333320000001,0.0
83.0,0.19273332766666668,1.2444666676666667,0.6799999826666666,0.7034000009999999,0.0
83.5,0.19459999866666666,1.2507999963333334,0.6952000286666666,0.7040333379999999,0.0
84.0,0.1982333343333333,1.2431666629999998,0.6999999960000001,0.706000008,0.0
84.5,0.19076666033333334,1.2431999720000002,0.676533349,0.7079333343333334,0.0
85.0,0.19976666833333334,1.2437999823333332,0.6841666579999999,0.7098999996666666,0.0
85.5,0.2101333416666667,1.2410666323333335,0.681933331,0.7110333223333333,0.0
86.0,0.19816667633333335,1.2416666926666668,0.7112333256666666,0.7113999903333333,0.0
86.5,0.194933338,1.2405333246666668,0.6876999866666667,0.7146666576666667,0.0
87.0,0.19676666233333334,1.2412333316666666,0.7072666613333332,0.7145000129999999,0.0
87.5,0.20039999766666666,1.241466664,0.7016666759999999,0.7183000076666668,0.0
88.0,0.19770000166666668,1.2396666879999998,0.7168333306666667,0.7186333413333335,0.0
88.5,0.20183333999999997,1.2391666399999999,0.7169000136666668,0.7191999980000001,0.0
89.0,0.20683333599999998,1.2390333143333334,0.6771333543333333,0.7235333449999999,0.0
89.5,0.2007,1.238533378,0.6740000053333334,0.7224000096666666,0.0
90.0,0.20773333333333338,1.243600011,0.6526666783333332,0.7242333296666668,0.0
90.5,0.20210000900000002,1.2382000336666668,0.6600666593333333,0.7268333286666666,0.0
91.0,0.2069666686666667,1.239566644333333,0.6798000140000001,0.7260000113333334,0.0
91.5,0.217600001,1.237166656,0.6547666616666667,0.7299333346666668,0.0
92.0,0.2111333313333334,1.2383000056666664,0.66353335,0.7309000096666667,0.0
92.5,0.2104333366666667,1.2374000226666668,0.6793333370000001,0.7301333423333333,0.0
93.0,0.22276667033333336,1.2398333276666669,0.6783333346666667,0.7345666613333334,0.0
93.5,0.20970000300000002,1.23953334,0.68370003,0.733433341,0.0
94.0,0.2147000036666667,1.2462666829999998,0.686466684,0.7361666763333333,0.0
94.5,0.21446666166666667,1.2449333269999998,0.6821666559999999,0.7373666766666667,0.0
95.0,0.21146666800000002,1.2460000196666667,0.6717666463333334,0.7392666813333333,0.0
95.5,0.21376665900000003,1.264400000333333,0.6875999916666666,0.7397666723333334,0.0
